caseid,weight,Q_Norms_pick,Q_Institutions_pick,Q_Rights_pick,Q_Elections_pick,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1_6,Q1_7,Q1_8,Q1_9,Q1_10,Q1_11,Q1_12,Q1_13,Q1_14,Q1_15,Q1_16,Q1_17,Q1_18,Q1_19,Q1_20,Q1_21,Q1_22,Q1_23,Q1_24,Q1_25,Q1_26,Q1_27,Q1_28,rating_USA,democracy_importance,NormsR_1,NormsR_2,NormsR_3,Norms_4,Norms_5,Norms_6,InstitutionsR_1,InstitutionsR_2,InstitutionsR_3,Institutions_4,Institutions_5,Institutions_6,RightsR_1,RightsR_2,RightsR_3,Rights_4,Rights_5,Rights_6,ElectionR_1,ElectionR_2,ElectionR_3,Elections_4,Elections_5,Elections_6,Q173_1,Q173_2,Q173_3,Q161_1,Q161_2,Q161_3,Q175_1,Q175_2,Q175_3,Q174_1,Q174_2,Q174_3,Q176_1,Q176_2,Q176_3,Q176_4,polinterest,approve_trmp,agreement,senator_term,prestimes,num_senators,prime_minister,houserep_term,answer_lookup,take_serious,comments,page_Q1_grid_timing,page_rating_USA_timing,page_democracy_importance_scale_,page_Norms_grid_timing,page_NormsR_grid_timing,page_Institutions_grid_timing,page_InstitutionsR_grid_timing,page_Rights_grid_timing,page_RightsR_grid_timing,page_Election_grid_timing,page_ElectionR_grid_timing,page_Q173_grid_timing,page_Q161_grid_timing,page_Q175_grid_timing,page_Q174_grid_timing,page_Q176_grid_timing,page_inputstate_timing,page_ideo7_timing,page_page_pid3_timing,page_page_pid7_timing,page_educ7_timing,page_ethnicity_timing,page_polinterest_timing,page_approve_trmp_timing,page_next_intro_pg_timing,page_senterm_pg_timing,page_presterm_pg_timing,page_primemin_pg_timing,page_houseterm_pg_timing,page_cheaters_pg_timing,page_serious_pg_timing,page_comments_timing,Q1_order_1,Q1_order_2,Q1_order_3,Q1_order_4,Q1_order_5,Q1_order_6,Q1_order_7,Q1_order_8,Q1_order_9,Q1_order_10,dad_order_1,dad_order_2,dad_order_3,dad_order_4,Norms_1_order,Norms_2_order,Norms_3_order,NormsR_1_order,NormsR_2_order,NormsR_3_order,Institutions_1_order,Institutions_2_order,Institutions_3_order,InstitutionsR_1_order,InstitutionsR_2_order,InstitutionsR_3_order,Election_1_order,Election_2_order,Election_3_order,ElectionR_1_order,ElectionR_2_order,ElectionR_3_order,Rights_1_order,Rights_2_order,Rights_3_order,RightsR_1_order,RightsR_2_order,RightsR_3_order,Scenario_order_1,Scenario_order_2,Scenario_order_3,Scenario_order_4,Q161_1_order,Q161_2_order,Q161_3_order,Q173_1_order,Q173_2_order,Q173_3_order,Q174_1_order,Q174_2_order,Q174_3_order,Q175_1_order,Q175_2_order,Q175_3_order,Q176_1_order,Q176_2_order,Q176_3_order,Q176_4_order,age,age9,ideo7,educ7,hispanic,ethnicity,birthyr,gender,race,educ,marstat,employ,faminc_new,pid3,pid7,presvote16post,inputstate,votereg,ideo5,newsint,religpew,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,starttime,endtime
1015026617,0.375362610907659,1,2,2,2,3,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,3,5,NA,NA,2,NA,3,NA,1,NA,NA,NA,2,NA,53,5,NA,NA,NA,7,7,7,7,7,7,NA,NA,NA,4,4,4,NA,NA,NA,4,4,4,NA,NA,NA,5,5,5,5,5,5,5,5,5,NA,NA,NA,5,5,5,5,5,3,1,3,2,1,6,6,2,2,NA,34.878,5.004,4.544,5.861,0,0,7.834,0,5.435,0,8.568,5.043,5.302,5.738,0,5.694,0,5.124,3.758,3.549,5.776,2.587,3.107,3.032,3.638,6.002,3.326,2.615,3.08,7.11,5.914,1.32,23,2,15,1,27,16,21,14,6,19,8,6,5,7,3,2,1,4,4,4,4,4,4,3,2,1,4,4,4,3,1,2,3,3,3,2,1,3,3,4,1,2,2,1,3,1,3,2,4,4,4,3,1,2,4,2,1,3,25,3,4,2,2,1,1994,2,1,2,1,2,6,5,4,7,26,2,5,3,12,1,1,1,1,2019-10-11T15:15:51Z,2019-10-11T15:20:06Z
1014746131,2.97404379413433,1,2,1,2,NA,1,3,NA,NA,NA,NA,NA,2,3,NA,1,2,2,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,2,NA,NA,45,7,NA,NA,NA,1,2,7,4,5,5,NA,NA,NA,NA,NA,NA,1,1,1,5,5,4,NA,NA,NA,4,5,3,1,1,1,2,2,2,3,3,4,NA,NA,NA,NA,2,3,1,2,2,4,6,2,2,1,NA,124.28,9.659,7.126,102.18,0,0,24.923,16.644,0,0,23.95,86.852,24.739,42.051,57.816,0,0,32.252,4.032,2.885,7.428,3.393,4.029,4.67,37.868,8.081,28.55,11.229,14.159,8.943,9.529,3.76,9,12,26,15,13,14,2,10,22,3,1,1,5,6,2,1,3,4,4,4,4,4,4,2,1,3,4,4,4,3,2,1,2,1,1,4,4,4,3,3,4,5,1,3,2,1,3,2,3,1,2,1,3,2,5,5,5,5,37,4,4,4,1,6,1982,2,3,4,1,1,9,3,3,1,48,1,3,2,2,5,2,3,5,2019-10-11T15:05:26Z,2019-10-11T15:20:15Z
1015028195,1.32482006313484,1,2,1,2,NA,NA,NA,NA,NA,5,5,5,NA,5,NA,5,NA,NA,5,NA,5,5,NA,NA,5,NA,NA,5,NA,NA,NA,NA,1,1,NA,NA,NA,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,NA,NA,NA,5,5,5,5,5,5,5,5,5,NA,NA,NA,5,5,5,5,4,2,2,6,5,5,6,6,2,2,NA,8.233,6.317,8.069,3.851,0,0,1.732,1.517,0,0,1.884,1.882,3.983,1.785,0,2.483,0,3.215,4.111,2.069,2.828,1.7,2.84,8.908,3.416,1.65,2.256,1.327,0.958,1.276,2.231,2.155,10,7,24,21,6,8,17,15,18,12,1,8,1,4,3,2,1,4,4,4,4,4,4,3,1,2,4,4,4,1,3,2,1,1,2,4,4,4,2,2,4,1,1,2,3,2,1,3,4,4,4,2,1,3,1,4,3,2,25,3,4,6,2,1,1994,2,1,6,3,7,97,3,8,7,36,1,3,7,5,7,2,1,7,2019-10-11T15:24:21Z,2019-10-11T15:27:03Z
1015021473,0.454975904387388,1,2,1,2,2,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,NA,2,2,1,NA,NA,NA,NA,NA,NA,50,8,NA,NA,NA,1,1,2,5,4,5,NA,NA,NA,NA,NA,NA,1,1,1,5,4,5,NA,NA,NA,3,2,2,1,1,2,2,2,1,3,3,4,NA,NA,NA,NA,5,3,1,3,2,5,6,6,2,2,NA,71.26,6.697,5.59,48.282,0,0,32.854,17.613,0,0,20.187,22.483,38.292,1645.674,34.689,0,0,4.134,2.419,2.024,5.336,1.808,2.175,2.097,5.765,11.643,10.116,2.4,3.937,2.963,8.886,1.058,16,21,3,2,22,5,1,18,20,17,6,8,6,5,1,3,2,4,4,4,4,4,4,2,3,1,4,4,4,2,1,3,1,2,1,4,4,4,1,5,2,2,2,3,1,2,3,1,3,1,2,2,1,3,5,5,5,5,19,2,4,3,2,1,2000,2,1,3,5,8,5,5,8,7,29,1,6,4,11,4,2,3,6,2019-10-11T14:57:40Z,2019-10-11T15:32:44Z
1015024895,0.475890644951122,2,1,2,1,NA,1,NA,1,NA,2,3,NA,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,55,9,5,5,5,NA,NA,NA,NA,NA,NA,1,1,1,5,4,5,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,2,1,1,1,1,4,4,4,3,5,1,1,2,3,1,2,4,2,3,1,2,1,NA,59.597,5.97,8.38,0,1018.714,21.421,0,0,28.86,98.541,0,0,21.189,40.996,32.597,60.99,0,8.894,12.664,4.357,7.072,5.824,3.678,5.571,12.239,10.266,7.361,4.37,13.324,12.067,10.897,2.515,20,12,10,7,6,4,2,9,11,22,2,4,8,8,4,4,4,3,1,2,1,3,2,4,4,4,2,1,3,4,4,4,3,3,3,3,1,2,2,2,3,3,2,3,1,4,4,4,1,3,2,1,2,3,2,1,4,3,21,2,2,5,2,4,1998,2,4,5,5,8,10,4,8,1,42,1,4,1,9,6,2,4,7,2019-10-11T15:05:52Z,2019-10-11T15:34:29Z
1015035947,0.983500436706192,2,1,1,2,NA,NA,3,1,NA,1,3,NA,NA,NA,NA,NA,NA,2,3,4,NA,NA,2,NA,NA,1,NA,1,NA,NA,NA,NA,73,10,5,5,5,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,5,5,5,NA,NA,NA,NA,NA,NA,1,2,1,1,1,1,2,4,4,5,1,1,1,2,4,1,3,2,2,3,2,2,2,NA,42.499,4.413,3.701,0,9.034,7.28,0,96.443,0,0,17.596,0,18.276,23.595,36.723,24.529,0,4.662,1.716,1.694,2.536,1.971,1.801,1.771,3.092,2.765,3.085,10.124,2.643,2.154,4.156,1.77,15,3,24,16,6,14,19,22,4,7,7,5,1,2,4,4,4,2,3,1,2,1,3,4,4,4,4,4,4,2,1,3,2,1,1,4,4,4,3,5,3,3,1,3,2,4,4,4,3,1,2,1,2,3,1,2,4,3,21,2,7,3,2,1,1998,1,1,3,5,8,97,1,1,1,51,1,1,1,5,6,2,4,7,2019-10-11T15:28:19Z,2019-10-11T15:35:41Z
1014727735,1.72586123236669,2,1,1,1,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,24,10,5,5,5,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA,1,3,1,1,2,2,4,4,4,4,4,1,1,1,4,1,NA,NA,NA,3,1,2,1,The first round if questions were confusing by asking the negative. This made the answers not appropriate for the questions.,199.131,13.658,9.6,0,67.188,22.982,0,22.537,0,48.633,0,0,60.783,53.855,63.218,61.758,9.24,6.934,6.188,5.97,10.683,6.852,4.699,5.436,33.345,30.566,30.162,9.018,5.944,12.549,16.051,117.101,21,2,1,3,15,14,24,6,27,18,7,2,8,3,4,4,4,3,1,2,3,2,1,4,4,4,2,3,1,4,4,4,2,1,1,4,4,4,2,4,2,3,1,2,3,4,4,4,1,2,3,2,3,1,3,1,4,2,39,4,7,1,2,1,1980,1,1,1,3,1,97,1,1,1,31,1,1,1,11,6,2,4,7,2019-10-11T15:13:30Z,2019-10-11T15:35:51Z
1015027097,0.916315192308995,2,1,1,2,2,NA,NA,2,1,NA,NA,NA,1,NA,NA,NA,1,5,NA,NA,NA,1,NA,1,NA,1,NA,1,NA,NA,NA,NA,50,6,5,4,5,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,1,1,1,5,5,5,NA,NA,NA,NA,NA,NA,1,2,2,2,5,2,1,3,4,4,3,1,1,1,4,1,3,2,2,3,2,2,2,"I did something very similar to this survey in a political science class just a couple weeks ago. If we hadn't had a discussion on the participation/knowledge of the American voter, I probably wouldn't have known who Boris Johnson is. But because we had that conversation and my professor (Vincent Hutchings) quizzed us on our political knowledge, I did know the answer.",206.2,10.359,15.397,0,14.072,26.268,0,14.587,0,0,12.501,0,2.366,27.086,364.98,61.208,0,2.752,3.993,1.641,3.941,2.565,2.706,2.214,3.943,4.346,2.857,3.133,10.242,4.758,7.931,81.015,20,14,18,9,24,22,4,1,5,13,4,2,4,8,4,4,4,2,3,1,2,3,1,4,4,4,4,4,4,2,3,1,1,2,1,4,4,4,5,5,2,3,1,2,3,4,4,4,3,2,1,2,1,3,1,4,2,3,20,2,7,3,2,1,1999,2,1,3,5,8,1,1,1,1,26,1,1,2,5,5,2,2,5,2019-10-11T15:18:18Z,2019-10-11T15:35:57Z
1014533617,0.455795024839376,1,2,1,2,NA,NA,NA,5,NA,5,5,5,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,5,NA,5,NA,NA,5,NA,NA,NA,NA,10,NA,NA,NA,7,7,7,7,7,5,NA,NA,NA,NA,NA,NA,7,1,7,5,5,7,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,5,NA,1,6,2,1,6,6,2,1,NA,15.018,4.05,4.872,7.049,0,0,13.295,8.679,0,0,11.489,6.009,5.479,6.808,9.625,0,0,6.531,1.924,1.359,2.119,5.936,2.655,1.91,2.731,6.176,3.26,2.905,4.82,13.495,4.663,1.127,8,6,7,22,16,25,11,20,4,1,8,6,1,2,2,1,3,4,4,4,4,4,4,1,3,2,4,4,4,2,1,3,1,1,2,4,4,4,3,1,1,3,2,1,3,2,3,1,1,3,2,2,1,3,5,5,5,5,29,3,4,4,2,1,1990,2,1,4,5,1,4,5,4,7,36,2,6,4,11,3,2,2,1,2019-10-11T15:32:19Z,2019-10-11T15:35:59Z
1014734541,0.782013619707876,2,1,2,1,NA,NA,2,2,NA,NA,NA,2,2,NA,NA,NA,NA,2,2,NA,NA,1,NA,1,NA,NA,2,NA,NA,3,NA,NA,60,10,5,5,7,NA,NA,NA,NA,NA,NA,1,1,1,4,5,5,NA,NA,NA,NA,NA,NA,1,2,1,5,1,2,NA,NA,NA,1,1,2,3,3,4,3,5,1,1,1,4,1,3,2,2,3,1,2,1,NA,74.536,17.518,9.389,0,92.701,11.612,0,0,12.795,38.405,0,76.724,0,28.297,80.356,38.39,0,4.008,2.794,2.163,3.655,2.343,3.595,4.561,30.958,7.535,13.731,5.979,6.336,16.241,10.646,9.003,8,9,4,20,15,18,3,14,26,23,7,7,4,7,4,4,4,1,2,3,2,1,3,4,4,4,1,2,3,4,4,4,3,3,3,2,3,1,3,1,5,1,4,4,4,2,3,1,2,3,1,1,2,3,1,3,4,2,20,2,7,3,2,1,1999,1,1,3,5,8,9,1,1,7,42,1,1,1,1,2,2,2,2,2019-10-11T15:23:55Z,2019-10-11T15:36:45Z
1014988975,0.416855671427498,1,2,2,2,NA,NA,NA,3,NA,NA,NA,1,NA,NA,3,1,NA,NA,NA,NA,NA,5,5,NA,NA,NA,5,5,NA,NA,1,5,63,6,NA,NA,NA,1,1,7,7,5,5,NA,NA,NA,5,5,5,NA,NA,NA,5,7,5,NA,NA,NA,5,1,5,1,1,1,NA,NA,NA,1,5,3,5,1,1,1,5,4,1,4,2,2,6,6,2,1,NA,62.081,6.293,9.435,15.962,0,0,13.455,0,16.114,0,16.232,20.263,19.888,0,30.809,21.725,0,4.678,1.62,1.655,4.538,1.984,2.207,2.131,5.245,6.09,3.628,6.546,6.484,6.513,6.824,1.704,19,24,23,8,11,4,27,18,28,12,5,6,6,2,3,2,1,4,4,4,4,4,4,2,3,1,4,4,4,1,3,2,3,3,3,2,1,3,2,3,4,1,1,3,2,3,2,1,2,3,1,4,4,4,4,3,2,1,30,3,4,3,2,1,1989,2,1,3,6,3,2,5,4,7,41,2,6,4,11,6,2,4,5,2019-10-11T13:52:36Z,2019-10-11T15:37:07Z
1014920279,1.4543917115953,1,1,2,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,7,9,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,4,3,3,1,1,1,NA,NA,NA,4,2,4,1,1,1,1,2,4,1,NA,NA,1,6,3,2,1,NA,101.977,57.851,21.299,27.399,0,26.43,0,0,41.969,28.77,0,24.713,27.06,0,44.784,31.576,0,13.993,12.183,7.301,12.08,7.809,9.638,8.9,20.057,30.015,30.007,16.896,7.905,10.953,14.703,15.78,2,26,23,17,4,13,3,12,27,25,3,5,3,5,1,3,2,4,4,4,3,2,1,4,4,4,2,3,1,4,4,4,3,3,3,1,3,2,1,1,1,1,1,2,3,1,2,3,1,3,2,4,4,4,4,2,3,1,24,2,6,4,2,1,1995,2,1,4,5,7,97,3,4,1,55,2,1,2,11,6,2,4,7,2019-10-11T15:22:43Z,2019-10-11T15:38:35Z
1015038577,0.385830741016936,2,1,1,2,NA,NA,NA,5,NA,3,NA,NA,NA,NA,NA,5,3,NA,NA,5,NA,5,5,5,NA,NA,5,5,NA,NA,NA,NA,NA,5,5,7,5,NA,NA,NA,NA,NA,NA,5,5,7,NA,NA,NA,7,7,7,7,7,7,NA,NA,NA,5,5,5,5,5,5,4,2,5,5,5,5,NA,NA,NA,NA,3,2,1,6,5,5,6,6,2,5,NA,26.268,4.128,3.561,0,6.569,7.348,0,8.116,0,0,4.698,4.758,5.918,8.973,5.314,0,0,6.287,1.848,1.454,4.636,2.597,2.806,2.96,2.915,10.8,3.011,1.095,1.056,2.261,1.551,1.999,19,16,18,24,12,13,6,4,23,20,6,8,4,8,4,4,4,2,1,3,2,3,1,4,4,4,4,4,4,1,3,2,1,2,1,4,4,4,3,5,5,2,2,3,1,3,2,1,1,3,2,2,3,1,5,5,5,5,33,3,1,2,1,6,1986,2,3,2,1,1,4,5,8,7,48,2,5,7,12,1,1,1,1,2019-10-11T15:43:25Z,2019-10-11T15:46:58Z
1015038775,1.14768751011872,1,1,1,2,5,5,NA,5,5,5,NA,NA,NA,NA,NA,5,NA,NA,NA,5,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,50,5,NA,NA,NA,7,7,7,NA,NA,NA,7,7,7,NA,NA,NA,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,4,NA,1,4,2,3,6,6,2,1,NA,11.184,3.848,4.445,3.256,0,2.384,0,2.674,0,0,2.427,0,2.21,2.052,3.89,2.959,0,2.971,1.859,1.854,1.562,3.1,3.299,2.959,6.307,6.898,3.269,2.456,4.562,4.413,8.944,1.864,26,16,2,6,18,1,4,12,22,5,1,2,5,3,3,1,2,4,4,4,3,2,1,4,4,4,4,4,4,1,2,3,2,1,1,4,4,4,2,3,3,4,1,2,3,4,4,4,2,1,3,1,2,3,4,1,3,2,50,5,4,2,1,6,1969,2,3,2,6,5,5,1,2,7,10,1,3,3,11,6,2,2,7,2019-10-11T15:44:32Z,2019-10-11T15:47:16Z
1014735637,1.13747865627709,1,2,1,2,NA,NA,1,1,1,NA,2,NA,NA,NA,NA,2,1,3,3,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,25,10,NA,NA,NA,2,1,5,5,5,5,NA,NA,NA,NA,NA,NA,1,1,1,5,5,1,NA,NA,NA,4,4,1,1,3,2,NA,NA,NA,1,2,4,1,1,1,1,1,1,1,1,2,2,3,3,2,2,Wondering how the surveyors will twist most of the answers to fit an agenda not becoming.,118.973,12.176,14.012,29.569,0,0,23.133,23.844,0,0,44.088,35.301,26.756,0,71.169,28.67,0,5.995,2.573,3.273,5.494,5.487,3.528,4.256,20.18,23.553,5.653,29.39,20.425,14.473,9.164,59.303,20,5,3,15,12,13,14,4,16,7,8,2,5,5,1,3,2,4,4,4,4,4,4,2,1,3,4,4,4,3,2,1,1,1,2,4,4,4,1,1,1,1,2,3,1,2,1,3,2,1,3,4,4,4,3,4,2,1,56,6,1,2,2,1,1963,1,7,2,1,1,97,3,5,2,40,1,5,1,1,5,1,1,3,2019-10-11T15:45:57Z,2019-10-11T15:59:44Z
1014593567,0.931676284356924,2,1,2,1,NA,1,NA,NA,NA,1,2,2,NA,NA,NA,1,NA,NA,1,NA,NA,3,1,NA,2,NA,NA,2,NA,NA,NA,NA,23,10,5,5,5,NA,NA,NA,NA,NA,NA,2,1,1,7,5,5,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,1,1,2,1,3,1,2,3,4,3,4,1,1,2,4,1,3,2,NA,3,NA,1,1,I don’t know how long our politicians hold office.... That was rough,230.483,26.145,13.853,0,57.945,86.8,0,0,54.164,66.075,0,0,53.046,89.527,136.022,178.538,0,21.706,29.775,11.407,2.571,3.149,4.45,6.124,16.861,30.006,17.656,13.24,30.004,12.806,14.745,55.912,24,12,8,21,15,18,7,2,6,19,2,7,7,7,4,4,4,3,2,1,3,2,1,4,4,4,3,1,2,4,4,4,3,3,3,3,2,1,3,5,3,3,1,2,3,4,4,4,2,1,3,3,2,1,1,4,3,2,22,2,7,3,2,1,1997,2,1,3,5,4,16,1,2,1,51,1,1,1,2,3,2,2,3,2019-10-11T15:34:41Z,2019-10-11T16:01:59Z
1015041209,1.3059712699526,1,1,2,1,5,NA,NA,NA,NA,5,NA,5,5,5,NA,5,NA,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,5,NA,NA,5,48,5,NA,NA,NA,7,7,7,NA,NA,NA,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,7,NA,7,5,5,5,5,5,5,5,5,5,NA,NA,NA,5,5,5,5,5,2,1,2,2,5,6,4,2,1,NA,35.559,5.07,6.16,9.168,0,5.139,0,0,5.941,6.163,0,4.359,5.854,4.327,0,19.667,0,2.945,1.849,2.019,2.32,2.021,4.261,3.712,9.694,10.377,4.838,2.657,8.352,2.2,10.281,2.333,9,8,14,18,28,1,10,25,6,12,1,7,3,3,3,2,1,4,4,4,1,3,2,4,4,4,1,2,3,4,4,4,3,3,3,1,2,3,5,1,2,5,1,2,3,1,3,2,4,4,4,3,2,1,4,3,1,2,28,3,4,2,2,1,1991,2,1,2,6,4,3,3,4,7,54,2,3,4,11,4,1,2,4,2019-10-11T15:57:00Z,2019-10-11T16:02:12Z
1015038705,1.14244302311702,2,2,2,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,3,2,1,NA,NA,4,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,2,17,7,5,5,7,NA,NA,NA,5,5,5,NA,NA,NA,5,5,5,NA,NA,NA,NA,NA,NA,1,1,1,4,1,2,NA,NA,NA,1,1,1,3,3,4,1,4,1,1,2,4,1,3,2,2,3,1,2,1,NA,69.023,20.315,7.795,0,19.973,0,26.758,0,19.672,17.061,0,34.688,0,52.266,28.004,36.835,0,3.464,7.697,2.059,5.346,5.11,3.111,3.103,6.336,18.831,3.704,5.972,4.232,5.484,4.371,2.468,6,21,9,16,11,12,23,28,13,20,3,4,7,4,4,4,4,2,3,1,4,4,4,3,1,2,2,1,3,4,4,4,3,3,3,3,2,1,3,3,4,1,4,4,4,1,3,2,3,2,1,2,1,3,1,2,4,3,37,4,3,2,1,6,1982,2,3,2,1,4,4,2,6,1,48,1,5,2,11,2,1,1,2,2019-10-11T15:44:06Z,2019-10-11T16:08:29Z
1013130415,1.80115769137446,2,2,1,2,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,1,1,NA,NA,2,NA,NA,1,NA,NA,NA,1,NA,NA,2,NA,1,76,10,5,5,5,NA,NA,NA,5,5,5,NA,NA,NA,NA,NA,NA,1,1,1,5,5,5,NA,NA,NA,4,1,3,1,1,1,1,1,1,2,4,4,NA,NA,NA,NA,2,4,1,3,2,2,3,1,2,1,NA,114.875,15.785,9.972,0,31.276,0,61.403,33.253,0,0,31.486,39.668,32,49.398,96.363,0,0,20.624,5.603,4.889,8.774,7.301,6.879,6.472,25.09,11.667,7.049,7.128,9.741,9,10.017,2.994,23,3,19,13,12,5,16,8,28,26,6,1,5,8,4,4,4,3,2,1,4,4,4,3,2,1,4,4,4,2,1,3,1,1,2,4,4,4,2,3,2,2,3,2,1,2,1,3,3,1,2,1,3,2,5,5,5,5,59,6,6,2,1,6,1960,1,3,2,1,1,6,3,3,1,12,1,1,1,2,6,2,3,2,2019-10-11T15:57:27Z,2019-10-11T16:12:08Z
1015024385,1.6176893530997,2,1,2,1,NA,2,2,NA,NA,2,NA,2,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,2,26,7,5,5,5,NA,NA,NA,NA,NA,NA,5,1,5,4,5,5,NA,NA,NA,NA,NA,NA,1,2,4,4,1,1,5,5,5,1,1,2,NA,NA,NA,5,5,5,5,3,4,1,2,2,5,5,6,2,5,NA,1827.701,8.359,7.32,0,16.541,13.61,0,0,1386.493,41.868,0,35.165,449.612,42.701,0,5.859,0,4.652,3.971,4.497,9.962,4.37,5.878,7.052,11.767,5.541,6.6,7.41,4.15,3.824,9.877,2.301,25,14,6,24,3,26,28,8,11,2,5,3,4,1,4,4,4,3,2,1,3,1,2,4,4,4,1,3,2,4,4,4,3,3,3,1,3,2,4,2,1,1,2,1,3,2,3,1,4,4,4,2,1,3,3,4,1,2,28,3,4,3,2,2,1991,2,2,3,5,2,97,3,8,7,24,1,3,2,11,7,2,2,8,2019-10-11T15:02:40Z,2019-10-11T16:12:21Z
1014748367,0.909007093641639,2,2,1,1,NA,NA,NA,5,5,5,NA,NA,NA,NA,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,5,NA,5,5,NA,5,49,6,7,7,7,NA,NA,NA,4,5,2,NA,NA,NA,NA,NA,NA,7,7,7,NA,NA,NA,7,7,7,2,5,5,1,2,2,2,5,2,NA,NA,NA,2,3,5,5,3,3,1,2,2,1,6,6,2,1,No comment,23.975,33.554,2.916,0,6.959,0,16.558,6.436,0,8.025,0,9.637,39.325,77.257,0,23.111,0,0.29,3.077,3.74,2.854,3.697,4.577,6.314,20.869,11.077,7.312,7.904,18.415,10.852,9.799,12.162,23,25,11,6,28,26,14,22,5,4,6,3,8,4,4,4,4,2,3,1,4,4,4,1,3,2,2,3,1,4,4,4,1,2,1,4,4,4,2,2,4,1,3,1,2,3,2,1,4,4,4,1,2,3,1,3,2,4,40,4,NA,1,1,6,1979,2,3,1,3,2,1,5,4,7,36,2,6,2,11,6,2,4,7,2019-10-11T16:09:21Z,2019-10-11T16:17:19Z
1015052351,1.46735458691147,2,2,1,2,NA,5,NA,NA,5,NA,NA,NA,5,5,NA,5,NA,5,NA,NA,5,NA,NA,5,NA,NA,NA,5,NA,5,NA,NA,2,1,7,7,7,NA,NA,NA,7,7,7,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,NA,NA,NA,5,5,5,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,4,1,6,5,5,6,6,2,2,Nope none,15.042,4.504,4.884,0,4.257,0,8.77,4.074,0,0,4.334,4.751,0,4.165,5.647,5.689,0,1.863,1.477,1.478,3.225,1.741,2.566,4.848,5.505,3.708,1.223,1.198,1.343,1.673,10.496,6.981,2,20,10,12,14,24,9,26,17,5,4,1,1,8,4,4,4,3,2,1,4,4,4,3,1,2,4,4,4,3,2,1,1,2,1,4,4,4,1,1,2,1,4,4,4,1,2,3,1,2,3,1,2,3,1,3,4,2,28,3,4,2,1,6,1991,2,3,2,1,7,97,3,4,7,40,2,3,7,2,6,1,2,7,2019-10-11T16:20:42Z,2019-10-11T16:24:49Z
1015053009,0.795301126358033,1,1,2,1,NA,5,NA,5,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,5,NA,NA,5,NA,NA,5,NA,5,NA,5,5,0,5,NA,NA,NA,7,7,7,NA,NA,NA,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,7,7,7,5,5,5,5,5,5,NA,NA,NA,5,5,5,5,5,5,5,4,1,1,6,5,5,6,6,2,1,none,24.367,16.567,5.149,3.311,0,3.366,0,0,5.205,3.889,0,3.781,3.103,0,3.108,3.774,0,9.261,3.331,2.827,4.873,4.456,7.176,5.605,15.397,6.574,2.33,2.339,2.08,2.662,5.953,13.218,17,2,11,28,23,20,4,27,25,10,3,4,4,5,3,2,1,4,4,4,1,3,2,4,4,4,2,3,1,4,4,4,3,3,3,1,3,2,4,5,3,3,1,3,2,3,1,2,2,3,1,4,4,4,4,2,1,3,68,7,2,2,1,6,1951,1,3,2,1,5,5,2,7,2,6,1,4,7,11,2,1,1,1,2019-10-11T16:24:22Z,2019-10-11T16:31:09Z
